"from","to","weight"
"CONNOR, R","HEITHAUS, M","0.5"
"CONNOR, R","BARRE, L","0.5"
"HEITHAUS, M","BARRE, L","0.5"
"COPPERSMITH, S","KADANOFF, L","0.5"
"COPPERSMITH, S","ZHANG, Z","0.5"
"KADANOFF, L","ZHANG, Z","0.5"
"CORDES, D","HAUGHTON, V","0.142857"
"CORDES, D","ARFANAKIS, K","0.142857"
"HAUGHTON, V","ARFANAKIS, K","0.142857"
"CORDES, D","CAREW, J","0.142857"
"HAUGHTON, V","CAREW, J","0.142857"
"ARFANAKIS, K","CAREW, J","0.142857"
"CORDES, D","TURSKI, P","0.142857"
"HAUGHTON, V","TURSKI, P","0.142857"
"ARFANAKIS, K","TURSKI, P","0.142857"
"CAREW, J","TURSKI, P","0.142857"
"CORDES, D","MORITZ, C","0.142857"
"HAUGHTON, V","MORITZ, C","0.142857"
"ARFANAKIS, K","MORITZ, C","0.142857"
"CAREW, J","MORITZ, C","0.142857"
"TURSKI, P","MORITZ, C","0.142857"
"CORDES, D","QUIGLEY, M","0.142857"
"HAUGHTON, V","QUIGLEY, M","0.142857"
"ARFANAKIS, K","QUIGLEY, M","0.142857"
"CAREW, J","QUIGLEY, M","0.142857"
"TURSKI, P","QUIGLEY, M","0.142857"
"MORITZ, C","QUIGLEY, M","0.142857"
"CORDES, D","MEYERAND, M","0.142857"
"HAUGHTON, V","MEYERAND, M","0.142857"
"ARFANAKIS, K","MEYERAND, M","0.142857"
"CAREW, J","MEYERAND, M","0.142857"
"TURSKI, P","MEYERAND, M","0.142857"
"MORITZ, C","MEYERAND, M","0.142857"
"QUIGLEY, M","MEYERAND, M","0.142857"
"CORMAN, S","KUHN, T","0.333333"
"CORMAN, S","MCPHEE, R","0.333333"
"KUHN, T","MCPHEE, R","0.333333"
"CORMAN, S","DOOLEY, K","0.333333"
"KUHN, T","DOOLEY, K","0.333333"
"MCPHEE, R","DOOLEY, K","0.333333"
"CORMEN, T","LEISERSON, C","0.333333"
"CORMEN, T","RIVEST, R","0.333333"
"LEISERSON, C","RIVEST, R","0.333333"
"CORMEN, T","STEIN, C","0.333333"
"LEISERSON, C","STEIN, C","0.333333"
"RIVEST, R","STEIN, C","0.333333"
"FORTUNA, L","COSENZA, S","0.166667"
"LAROSA, M","COSENZA, S","0.166667"
"COSENZA, S","CRUCITTI, P","0.166667"
"FORTUNA, L","CRUCITTI, P","0.166667"
"LAROSA, M","CRUCITTI, P","0.166667"
"LATORA, V","CRUCITTI, P","2.16667"
"RAPISARDA, A","CRUCITTI, P","0.333333"
"ALBERT, R","CRUCITTI, P","0.333333"
"COSENZA, S","FRASCA, M","0.166667"
"CRUCITTI, P","FRASCA, M","0.166667"
"FORTUNA, L","FRASCA, M","0.5"
"LAROSA, M","FRASCA, M","0.5"
"COSENZA, S","STAGNI, C","0.166667"
"CRUCITTI, P","STAGNI, C","0.166667"
"FORTUNA, L","STAGNI, C","0.166667"
"FRASCA, M","STAGNI, C","0.166667"
"LAROSA, M","STAGNI, C","0.166667"
"COSENZA, S","USAI, L","0.166667"
"CRUCITTI, P","USAI, L","0.166667"
"FORTUNA, L","USAI, L","0.166667"
"FRASCA, M","USAI, L","0.166667"
"LAROSA, M","USAI, L","0.166667"
"STAGNI, C","USAI, L","0.166667"
"BAUER, M","COULUMB, S","1"
"CRIADO, R","FLORES, J","0.25"
"CRIADO, R","HERNANDEZBERMEJO, B","0.583333"
"FLORES, J","HERNANDEZBERMEJO, B","0.25"
"CRIADO, R","PELLO, J","0.25"
"FLORES, J","PELLO, J","0.25"
"HERNANDEZBERMEJO, B","PELLO, J","0.25"
"CRIADO, R","ROMANCE, M","0.583333"
"FLORES, J","ROMANCE, M","0.25"
"HERNANDEZBERMEJO, B","ROMANCE, M","0.583333"
"PELLO, J","ROMANCE, M","0.25"
"CRIADO, R","GARCIADELAMO, A","0.333333"
"HERNANDEZBERMEJO, B","GARCIADELAMO, A","0.333333"
"ROMANCE, M","GARCIADELAMO, A","0.333333"
"CRICK, F","KOCH, C","1"
"SCHUSTER, H","KOCH, C","0.333333"
"CRUCITTI, P","MARCHIORI, M","0.833333"
"LATORA, V","MARCHIORI, M","3.5"
"RAPISARDA, A","MARCHIORI, M","0.333333"
"CRUCITTI, P","PORTA, S","1"
"LATORA, V","PORTA, S","1"
"CSANYI, G","SZENDROI, B","1"
"DOYLE, J","CSETE, M","1"
"CUNHA, C","BESTAVROS, A","0.5"
"CUNHA, C","CROVELLA, M","0.5"
"BESTAVROS, A","CROVELLA, M","0.5"
"CVETKOVIC, D","DOOB, M","0.5"
"CVETKOVIC, D","SACHS, H","0.5"
"DOOB, M","SACHS, H","0.5"
"STAUFFER, D","DAFONTOURACOSTA, L","1.33333"
"DAFONTOURACOSTA, L","DIAMBRA, L","1"
"DALEY, D","GANI, J","1"
"DALEY, D","KENDALL, D","1"
"DALL, J","CHRISTENSEN, M","1"
"EBEL, H","DAVIDSEN, J","1"
"BORNHOLDT, S","DAVIDSEN, J","1"
"DAVIS, A","GARDNER, B","0.5"
"DAVIS, A","GARDNER, M","0.5"
"GARDNER, B","GARDNER, M","0.5"
"BAKER, W","DAVIS, G","0.5"
"DAVIS, G","GREVE, H","1"
"DAVIS, G","YOO, M","0.5"
"BAKER, W","YOO, M","0.5"
"DEARCANGELIS, L","HERRMANN, H","1"
"STANLEY, H","HERRMANN, H","0.5"
"DECASTRO, R","GROSSMAN, J","1"
"DEFFUANT, G","NEAU, D","0.333333"
"DEFFUANT, G","AMBLARD, F","0.333333"
"NEAU, D","AMBLARD, F","0.333333"
"DEFFUANT, G","WEISBUCH, G","0.333333"
"NEAU, D","WEISBUCH, G","0.333333"
"AMBLARD, F","WEISBUCH, G","0.333333"
"KUNTZ, P","DEFRAYSSEIX, H","1"
"DELIMAESILVA, D","MEDEIROSSOARES, M","0.142857"
"DELIMAESILVA, D","HENRIQUES, M","0.142857"
"MEDEIROSSOARES, M","HENRIQUES, M","0.142857"
"DELIMAESILVA, D","SCHIVANIALVES, M","0.142857"
"MEDEIROSSOARES, M","SCHIVANIALVES, M","0.142857"
"HENRIQUES, M","SCHIVANIALVES, M","0.142857"
"DELIMAESILVA, D","DEAGUILAR, S","0.142857"
"MEDEIROSSOARES, M","DEAGUILAR, S","0.142857"
"HENRIQUES, M","DEAGUILAR, S","0.142857"
"SCHIVANIALVES, M","DEAGUILAR, S","0.142857"
"DELIMAESILVA, D","DECARVALHO, T","0.142857"
"MEDEIROSSOARES, M","DECARVALHO, T","0.142857"
"HENRIQUES, M","DECARVALHO, T","0.142857"
"SCHIVANIALVES, M","DECARVALHO, T","0.142857"
"DEAGUILAR, S","DECARVALHO, T","0.142857"
"DELIMAESILVA, D","CORSO, G","0.142857"
"MEDEIROSSOARES, M","CORSO, G","0.642857"
"HENRIQUES, M","CORSO, G","0.142857"
"SCHIVANIALVES, M","CORSO, G","0.142857"
"DEAGUILAR, S","CORSO, G","0.142857"
"DECARVALHO, T","CORSO, G","0.142857"
"DELIMAESILVA, D","LUCENA, L","0.142857"
"MEDEIROSSOARES, M","LUCENA, L","0.642857"
"HENRIQUES, M","LUCENA, L","0.142857"
"SCHIVANIALVES, M","LUCENA, L","0.142857"
"DEAGUILAR, S","LUCENA, L","0.142857"
"DECARVALHO, T","LUCENA, L","0.142857"
"CORSO, G","LUCENA, L","0.642857"
"DELUCIA, M","BOTTACCIO, M","0.333333"
"DELUCIA, M","MONTUORI, M","0.333333"
"BOTTACCIO, M","MONTUORI, M","0.333333"
"DELUCIA, M","PIETRONERO, L","0.333333"
"BOTTACCIO, M","PIETRONERO, L","0.333333"
"MONTUORI, M","PIETRONERO, L","0.333333"
"CALDARELLI, G","PIETRONERO, L","0.5"
"BARABASI, A","DEMENEZES, M","1"
"DEMENEZES, M","MOUKARZEL, C","1.5"
"DEMENEZES, M","PENNA, T","0.5"
"MOUKARZEL, C","PENNA, T","0.5"
"DEMERS, A","GREENE, D","0.25"
"DEMERS, A","HAUSER, C","0.25"
"GREENE, D","HAUSER, C","0.25"
"DEMERS, A","IRISH, W","0.25"
"GREENE, D","IRISH, W","0.25"
"HAUSER, C","IRISH, W","0.25"
"DEMERS, A","LARSON, J","0.25"
"GREENE, D","LARSON, J","0.25"
"HAUSER, C","LARSON, J","0.25"
"IRISH, W","LARSON, J","0.25"
"DEMOURA, A","MOTTER, A","0.833333"
"ZHOU, C","MOTTER, A","0.5"
"KURTHS, J","MOTTER, A","0.5"
"DEMOURA, A","GREBOGI, C","0.5"
"MOTTER, A","GREBOGI, C","0.5"
"DERRIDA, B","FLYVBJERG, H","1"
"DERRIDA, B","GARDNER, E","0.5"
"DERRIDA, B","ZIPPELIUS, A","0.5"
"GARDNER, E","ZIPPELIUS, A","0.5"
"DESHAZER, D","BREBAN, R","0.333333"
"DESHAZER, D","OTT, E","0.333333"
"BREBAN, R","OTT, E","0.333333"
"DESHAZER, D","ROY, R","0.333333"
"BREBAN, R","ROY, R","0.333333"
"OTT, E","ROY, R","0.333333"
"DESTEXHE, A","MARDER, E","1"
"BARABASI, A","DEZSO, Z","1"
"DIEKMANN, O","HEESTERBEEK, J","1"
"BARABASI, A","DOBRIN, R","0.333333"
"OLTVAI, Z","DOBRIN, R","0.333333"
"DOBRIN, R","BEG, Q","0.333333"
"BARABASI, A","BEG, Q","0.333333"
"OLTVAI, Z","BEG, Q","0.333333"
"WATTS, D","DODDS, P","1.5"
"NEWMAN, M","DODDS, P","0.5"
"DODDS, P","MUHAMAD, R","0.5"
"WATTS, D","MUHAMAD, R","0.5"
"DODDS, P","ROTHMAN, D","1"
"DODDS, P","SABEL, C","0.5"
"WATTS, D","SABEL, C","0.5"
"DODEL, S","HERRMANN, J","0.5"
"DODEL, S","GEISEL, T","0.5"
"HERRMANN, J","GEISEL, T","0.5"
"DONATH, W","HOFFMAN, A","1"
"MUNOZ, M","DONETTI, L","1"
"PASTORSATORRAS, R","DOROGOVTSEV, S","0.5"
"DOROGOVTSEV, S","GOLTSEV, A","1"
"DOROGOVTSEV, S","MENDES, J","2.5"
"GOLTSEV, A","MENDES, J","1"
"DOROGOVTSEV, S","SAMUKHIN, A","1.5"
"MENDES, J","SAMUKHIN, A","0.5"
"DU, D","GU, J","1"
"BERLOW, E","DUNNE, J","0.583333"
"BARABASI, A","DUNNE, J","0.583333"
"DUNNE, J","WILLIAMS, R","1.08333"
"BERLOW, E","WILLIAMS, R","0.583333"
"BARABASI, A","WILLIAMS, R","0.583333"
"DUNNE, J","MARTINEZ, N","0.75"
"WILLIAMS, R","MARTINEZ, N","0.75"
"BERLOW, E","MARTINEZ, N","0.25"
"BARABASI, A","MARTINEZ, N","0.25"
"EAMES, K","KEELING, M","1"
"EBEL, H","MIELSCH, L","0.5"
"BORNHOLDT, S","MIELSCH, L","0.5"
"ECHENIQUE, P","GOMEZGARDENES, J","0.833333"
"ECHENIQUE, P","MORENO, Y","0.833333"
"GOMEZGARDENES, J","MORENO, Y","2.33333"
"HWANG, D","MORENO, Y","0.333333"
"BOCCALETTI, S","MORENO, Y","0.333333"
"VESPIGNANI, A","MORENO, Y","1.58333"
"PASTORSATORRAS, R","MORENO, Y","1.08333"
"BOGUNA, M","MORENO, Y","0.25"
"ECHENIQUE, P","VAZQUEZ, A","0.333333"
"GOMEZGARDENES, J","VAZQUEZ, A","0.333333"
"MORENO, Y","VAZQUEZ, A","2.91667"
"VESPIGNANI, A","VAZQUEZ, A","2.25"
"PASTORSATORRAS, R","VAZQUEZ, A","1.58333"
"BOGUNA, M","VAZQUEZ, A","0.25"
"MARITAN, A","VAZQUEZ, A","0.333333"
"WEIGT, M","VAZQUEZ, A","1"
"ECKMANN, J","MOSES, E","1"
"EGGHE, L","ROUSSEAU, R","1"
"SANMIGUEL, M","EGUILUZ, V","1"
"EGUILUZ, V","CHIALVO, D","0.25"
"EGUILUZ, V","CECCHI, G","0.25"
"CHIALVO, D","CECCHI, G","0.25"
"EGUILUZ, V","BALIKI, M","0.25"
"CHIALVO, D","BALIKI, M","0.25"
"CECCHI, G","BALIKI, M","0.25"
"EGUILUZ, V","APKARIAN, A","0.25"
"CHIALVO, D","APKARIAN, A","0.25"
"CECCHI, G","APKARIAN, A","0.25"
"BALIKI, M","APKARIAN, A","0.25"
"EGUILUZ, V","KLEMM, K","2"
"EIGEN, M","SCHUSTER, P","1"
"EISENBERG, D","MARCOTTE, E","0.533333"
"EISENBERG, D","XENARIOS, I","0.533333"
"MARCOTTE, E","XENARIOS, I","0.533333"
"EISENBERG, D","YEATES, T","0.333333"
"MARCOTTE, E","YEATES, T","0.333333"
"XENARIOS, I","YEATES, T","0.333333"
"EISENBERG, E","LEVANON, E","1"
"ENGEL, A","FRIES, P","0.5"
"ENGEL, A","SINGER, W","0.833333"
"FRIES, P","SINGER, W","0.5"
"ENGEL, A","MOLL, C","0.333333"
"ENGEL, A","FRIED, I","0.333333"
"MOLL, C","FRIED, I","0.333333"
"ENGEL, A","OJEMANN, G","0.333333"
"MOLL, C","OJEMANN, G","0.333333"
"FRIED, I","OJEMANN, G","0.333333"
"ERDOS, P","RENYI, A","1"
"ERGUN, G","RODGERS, G","1"
"KRAPIVSKY, P","RODGERS, G","0.5"
"REDNER, S","RODGERS, G","0.5"
"TADIC, B","RODGERS, G","1.5"
"SNEPPEN, K","ERIKSEN, K","0.333333"
"ERIKSEN, K","SIMONSEN, I","0.333333"
"SNEPPEN, K","SIMONSEN, I","0.333333"
"ERIKSEN, K","MASLOV, S","0.333333"
"SIMONSEN, I","MASLOV, S","0.333333"
"SNEPPEN, K","MASLOV, S","1.83333"
"FABRIKANT, A","KOUTSOUPIAS, E","0.5"
"FABRIKANT, A","PAPADIMITRIOU, C","0.5"
"KOUTSOUPIAS, E","PAPADIMITRIOU, C","0.5"
"FALOUTSOS, M","FALOUTSOS, P","0.5"
"FALOUTSOS, M","FALOUTSOS, C","0.5"
"FALOUTSOS, P","FALOUTSOS, C","0.5"
"FARARO, T","SUNSHINE, M","1"
"BARABASI, A","FARKAS, I","0.708333"
"VICSEK, T","FARKAS, I","0.708333"
"JEONG, H","FARKAS, I","0.375"
"NEDA, Z","FARKAS, I","0.125"
"OLTVAI, Z","FARKAS, I","0.375"
"RAVASZ, E","FARKAS, I","0.125"
"SCHUBERT, A","FARKAS, I","0.125"
"FARKAS, I","DERENYI, I","0.458333"
"BARABASI, A","DERENYI, I","0.458333"
"VICSEK, T","DERENYI, I","0.458333"
"JEONG, H","DERENYI, I","0.125"
"NEDA, Z","DERENYI, I","0.125"
"OLTVAI, Z","DERENYI, I","0.125"
"RAVASZ, E","DERENYI, I","0.125"
"SCHUBERT, A","DERENYI, I","0.125"
"WASSERMAN, S","FAUST, K","1"
"FAUST, K","WILLERT, K","0.333333"
"FAUST, K","ROWLEE, D","0.333333"
"WILLERT, K","ROWLEE, D","0.333333"
"FAUST, K","SKVORETZ, J","0.333333"
"WILLERT, K","SKVORETZ, J","0.333333"
"ROWLEE, D","SKVORETZ, J","0.333333"
"WAGNER, A","FELL, D","2.33333"
"FELLEMAN, D","VANESSEN, D","1"
"FEMAT, R","SOLISPERALES, G","1"
"FERGUSON, N","GARNETT, G","1"
"SOLE, R","FERRERICANCHO, R","2.5"
"VALVERDE, S","FERRERICANCHO, R","0.5"
"FERRERICANCHO, R","JANSSEN, C","0.5"
"SOLE, R","JANSSEN, C","0.5"
"FERRERICANCHO, R","KOHLER, R","0.5"
"SOLE, R","KOHLER, R","0.5"
"FIDUCCIA, C","MATTHEYSES, R","1"
"FILATRELLA, G","STRAUGHN, B","0.5"
"FILATRELLA, G","BARBARA, P","0.5"
"STRAUGHN, B","BARBARA, P","0.5"
"FINGELKURTS, A","KAHKONEN, S","1"
"PECORA, L","FINK, K","0.333333"
"FINK, K","JOHNSON, G","0.333333"
"PECORA, L","JOHNSON, G","0.333333"
"FINK, K","CARROLL, T","0.333333"
"JOHNSON, G","CARROLL, T","0.333333"
"PECORA, L","CARROLL, T","1.83333"
"FLAKE, G","LAWRENCE, S","0.583333"
"KLEINBERG, J","LAWRENCE, S","1"
"FLAKE, G","GILES, C","0.583333"
"LAWRENCE, S","GILES, C","1.58333"
"FLAKE, G","COETZEE, F","0.333333"
"LAWRENCE, S","COETZEE, F","0.333333"
"GILES, C","COETZEE, F","0.333333"
"FONTES, L","SCHONMANN, R","1"
"FORTUNA, L","SPATA, A","0.333333"
"FRASCA, M","SPATA, A","0.333333"
"LAROSA, M","SPATA, A","0.333333"
"LATORA, V","FORTUNATO, S","0.5"
"MARCHIORI, M","FORTUNATO, S","0.5"
"STAUFFER, D","FORTUNATO, S","1"
"FOSTER, I","KESSELMAN, C","1"
"FOX, J","HILL, C","1"
"FRANK, O","STRAUSS, D","1"
"FRISTON, K","FRITH, C","0.333333"
"FRISTON, K","LIDDLE, P","0.333333"
"FRITH, C","LIDDLE, P","0.333333"
"FRISTON, K","FRACKOWIAK, R","0.333333"
"FRITH, C","FRACKOWIAK, R","0.333333"
"LIDDLE, P","FRACKOWIAK, R","0.333333"
"HOLYST, J","FRONCZAK, A","0.833333"
"FRONCZAK, A","FRONCZAK, P","0.5"
"HOLYST, J","FRONCZAK, P","0.5"
"FRONCZAK, A","JEDYNAK, M","0.333333"
"HOLYST, J","JEDYNAK, M","0.333333"
"FRONCZAK, A","SIENKIEWICZ, J","0.333333"
"HOLYST, J","SIENKIEWICZ, J","0.333333"
"JEDYNAK, M","SIENKIEWICZ, J","0.333333"
"FUJISAKA, H","YAMADA, T","1"
"GADE, P","HU, C","1"
"GAFIYCHUK, V","LUBASHEVSKY, I","0.5"
"GAFIYCHUK, V","STOSYK, A","0.5"
"LUBASHEVSKY, I","STOSYK, A","0.5"
"GALASKIEWICZ, J","MARSDEN, P","1"
"GALSTYAN, A","LERMAN, K","1"
"GAMMAITONI, L","HANGGI, P","0.333333"
"GAMMAITONI, L","JUNG, P","0.333333"
"HANGGI, P","JUNG, P","0.333333"
"GAMMAITONI, L","MARCHESONI, F","0.333333"
"HANGGI, P","MARCHESONI, F","0.333333"
"JUNG, P","MARCHESONI, F","0.333333"
"GAO, Z","HU, B","0.5"
"GAO, Z","HU, G","0.5"
"HU, B","HU, G","1"
"ZHANG, Y","HU, G","0.2"
"GAREY, M","JOHNSON, D","1"
"GARFINKEL, I","GLEI, D","0.5"
"GARFINKEL, I","MCLANAHAN, S","0.5"
"GLEI, D","MCLANAHAN, S","0.5"
"BATTISTON, S","GARLASCHELLI, D","0.25"
"SERVEDIO, V","GARLASCHELLI, D","0.25"
"CALDARELLI, G","GARLASCHELLI, D","0.75"
"PIETRONERO, L","GARLASCHELLI, D","0.5"
"GARLASCHELLI, D","CASTRI, M","0.25"
"BATTISTON, S","CASTRI, M","0.25"
"SERVEDIO, V","CASTRI, M","0.25"
"CALDARELLI, G","CASTRI, M","0.25"
"GARLASCHELLI, D","LOFFREDO, M","1"
"NEWMAN, M","GASTNER, M","1"
"GAUTHIER, D","BIENFANG, J","1"
"NEWMAN, M","GIRVAN, M","2.5"
"GLANZ, J","PEREZPENA, R","1"
"WAGNER, A","GLEISS, P","0.333333"
"FELL, D","GLEISS, P","0.333333"
"GLEISS, P","STADLER, P","0.333333"
"WAGNER, A","STADLER, P","0.333333"
"FELL, D","STADLER, P","0.333333"
"JEONG, H","GOH, K","0.25"
"GOH, K","GHIM, C","0.333333"
"GOH, K","KAHNG, B","2.08333"
"GHIM, C","KAHNG, B","0.333333"
"JEONG, H","KAHNG, B","1.25"
"KRAPIVSKY, P","KAHNG, B","0.333333"
"REDNER, S","KAHNG, B","0.333333"
"GOH, K","KIM, D","2.08333"
"GHIM, C","KIM, D","0.333333"
"KAHNG, B","KIM, D","2.08333"
"JEONG, H","KIM, D","0.25"
"GOH, K","LEE, D","0.333333"
"KAHNG, B","LEE, D","0.333333"
"KIM, D","LEE, D","0.333333"
"GOH, K","OH, E","0.583333"
"JEONG, H","OH, E","0.25"
"KAHNG, B","OH, E","0.916667"
"KIM, D","OH, E","0.583333"
"GOLDBERG, D","NICHOLS, D","0.333333"
"GOLDBERG, D","OKI, B","0.333333"
"NICHOLS, D","OKI, B","0.333333"
"GOLDBERG, D","TERRY, D","0.333333"
"NICHOLS, D","TERRY, D","0.333333"
"OKI, B","TERRY, D","0.333333"
"GOLDBETER, A","GONZE, D","0.75"
"GOLDBETER, A","HOUART, G","0.25"
"GONZE, D","HOUART, G","0.25"
"GOLDBETER, A","LELOUP, J","0.25"
"GONZE, D","LELOUP, J","0.25"
"HOUART, G","LELOUP, J","0.25"
"GOLDBETER, A","DUPONT, G","0.25"
"GONZE, D","DUPONT, G","0.25"
"HOUART, G","DUPONT, G","0.25"
"LELOUP, J","DUPONT, G","0.25"
"GOLDWASSER, L","ROUGHGARDEN, J","1"
"GOLOMB, D","HANSEL, D","1"
"GOLOMB, D","RINZEL, J","1"
"GOLUB, G","VANLOAN, C","1"
"GOMEZGARDENES, J","FLORIA, L","0.5"
"MORENO, Y","FLORIA, L","0.5"
"HERRMANN, H","GONZALES, M","0.5"
"GONZALES, M","SOUSA, A","0.5"
"HERRMANN, H","SOUSA, A","0.5"
"GONZE, D","HALLY, J","0.5"
"GOLDBETER, A","HALLY, J","0.5"
"GOODHILL, A","SIMMEN, M","0.5"
"GOODHILL, A","WILLSHAW, D","0.5"
"SIMMEN, M","WILLSHAW, D","0.5"
"GOODMAN, M","HALL, D","0.333333"
"GOODMAN, M","AVERY, L","0.333333"
"HALL, D","AVERY, L","0.333333"
"GOODMAN, M","LOCKERY, S","0.333333"
"HALL, D","LOCKERY, S","0.333333"
"AVERY, L","LOCKERY, S","0.333333"
"KULKARNI, R","GORMAN, S","1"
"GOVINDAN, R","TANGMUNARUNKIT, H","1"
"ENGEL, A","GRAY, C","0.333333"
"SINGER, W","GRAY, C","0.333333"
"GRAY, C","KONIG, P","0.333333"
"ENGEL, A","KONIG, P","0.333333"
"SINGER, W","KONIG, P","0.333333"
"CHATE, H","GREGOIRE, G","1"
"GROSS, J","KUJALA, J","0.2"
"GROSS, J","HAMALAINEN, M","0.2"
"KUJALA, J","HAMALAINEN, M","0.2"
"GROSS, J","TIMMERMANN, L","0.2"
"KUJALA, J","TIMMERMANN, L","0.2"
"HAMALAINEN, M","TIMMERMANN, L","0.2"
"GROSS, J","SCHNITZLER, A","1.2"
"KUJALA, J","SCHNITZLER, A","0.2"
"HAMALAINEN, M","SCHNITZLER, A","0.2"
"TIMMERMANN, L","SCHNITZLER, A","0.2"
"KURTHS, J","SCHNITZLER, A","0.142857"
"PIKOVSKY, A","SCHNITZLER, A","0.142857"
"GROSS, J","SALMELIN, R","0.2"
"KUJALA, J","SALMELIN, R","0.2"
"HAMALAINEN, M","SALMELIN, R","0.2"
"TIMMERMANN, L","SALMELIN, R","0.2"
"SCHNITZLER, A","SALMELIN, R","0.2"
"GROSSMAN, J","ION, P","1"
"DIAZGUILERA, A","GUARDIOLA, X","0.333333"
"GUARDIOLA, X","LLAS, M","0.333333"
"DIAZGUILERA, A","LLAS, M","0.333333"
"GUARDIOLA, X","PEREZ, C","0.333333"
"DIAZGUILERA, A","PEREZ, C","0.333333"
"LLAS, M","PEREZ, C","0.333333"
"GUELZIM, N","BOTTANI, S","0.333333"
"GUELZIM, N","BOURGINE, P","0.333333"
"BOTTANI, S","BOURGINE, P","0.333333"
"GUELZIM, N","KEPES, F","0.333333"
"BOTTANI, S","KEPES, F","0.333333"
"BOURGINE, P","KEPES, F","0.333333"
"GUIMERA, R","GIRALT, F","0.583333"
"ARENAS, A","GIRALT, F","0.583333"
"DIAZGUILERA, A","GIRALT, F","0.583333"
"DANON, L","GIRALT, F","0.25"
"GUIMERA, R","MOSSA, S","0.333333"
"AMARAL, L","MOSSA, S","0.666667"
"BARTHELEMY, M","MOSSA, S","0.333333"
"STANLEY, H","MOSSA, S","0.333333"
"GUIMERA, R","TURTSCHI, A","0.333333"
"MOSSA, S","TURTSCHI, A","0.333333"
"AMARAL, L","TURTSCHI, A","0.333333"
"ANDERSON, R","GUPTA, S","0.5"
"MAY, R","GUPTA, S","0.5"
"GAUTHIER, D","HALL, G","0.5"
"HALL, G","BAHAR, S","0.5"
"GAUTHIER, D","BAHAR, S","0.5"
"HAMALAINEN, M","HARI, R","0.25"
"HAMALAINEN, M","ILMONIEMI, R","0.25"
"HARI, R","ILMONIEMI, R","0.25"
"HAMALAINEN, M","KNUUTILA, J","0.25"
"HARI, R","KNUUTILA, J","0.25"
"ILMONIEMI, R","KNUUTILA, J","0.25"
"HAMALAINEN, M","LOUNASMAA, O","0.25"
"HARI, R","LOUNASMAA, O","0.25"
"ILMONIEMI, R","LOUNASMAA, O","0.25"
"KNUUTILA, J","LOUNASMAA, O","0.25"
"HANDCOCK, M","JONES, J","2"
"HANSEL, D","SOMPOLINSKY, H","1"
"HARWELL, L","HOPFIELD, J","0.333333"
"HARWELL, L","LEIBLER, S","0.333333"
"HOPFIELD, J","LEIBLER, S","0.333333"
"HARWELL, L","MURRAY, A","0.333333"
"HOPFIELD, J","MURRAY, A","0.333333"
"LEIBLER, S","MURRAY, A","0.333333"
"PECORA, L","HEAGY, J","0.5"
"CARROLL, T","HEAGY, J","0.5"
"HEGSELMANN, R","KRAUSE, U","1"
"HE, M","XU, H","0.5"
"HE, M","SUN, Q","0.5"
"XU, H","SUN, Q","0.5"
"BARTHELEMY, M","HERRMANN, C","0.5"
"HERRMANN, C","PROVERO, P","0.5"
"BARTHELEMY, M","PROVERO, P","0.5"
"HERRMANN, H","HONG, D","0.5"
"STANLEY, H","HONG, D","0.5"
"HERRMANN, H","ROUX, S","1"
"BURNS, G","HILGETAG, C","0.9"
"YOUNG, M","HILGETAG, C","1.9"
"CHIALVO, D","HILGETAG, C","0.333333"
"HILGETAG, C","ONEILL, M","1.4"
"BURNS, G","ONEILL, M","0.9"
"YOUNG, M","ONEILL, M","1.4"
"HILGETAG, C","SCANNELL, J","1.2"
"BURNS, G","SCANNELL, J","0.7"
"ONEILL, M","SCANNELL, J","0.7"
"YOUNG, M","SCANNELL, J","2.7"
"HILGETAG, C","GRANT, A","1"
"HILGETAG, C","KAISER, M","2.33333"
"YOUNG, M","KAISER, M","0.333333"
"CHIALVO, D","KAISER, M","0.333333"
"HILLIER, B","HANSON, J","1"
"HODGKIN, A","HUXLEY, A","1"
"HANDCOCK, M","HOFF, P","0.5"
"HOFF, P","RAFTERY, A","0.5"
"HANDCOCK, M","RAFTERY, A","0.5"
"HOLLAND, P","LEINHARDT, S","1"
"JEONG, H","HOLME, P","0.5"
"NEWMAN, M","HOLME, P","0.5"
"HOLME, P","EDLING, C","0.5"
"AMARAL, L","EDLING, C","0.75"
"STANLEY, H","EDLING, C","0.25"
"HOLME, P","LILJEROS, F","0.5"
"EDLING, C","LILJEROS, F","1.25"
"AMARAL, L","LILJEROS, F","0.75"
"STANLEY, H","LILJEROS, F","0.25"
"HOLME, P","GHOSHAL, G","1"
"NEWMAN, M","GHOSHAL, G","0.5"
"MOORE, C","GHOSHAL, G","0.5"
"HOLME, P","HUSS, M","1.5"
"JEONG, H","HUSS, M","0.5"
"HOLME, P","KIM, B","1.86667"
"JEONG, H","KIM, B","0.333333"
"HOLME, P","YOON, C","0.333333"
"KIM, B","YOON, C","0.666667"
"JEONG, H","YOON, C","0.333333"
"HOLME, P","HAN, S","0.333333"
"KIM, B","HAN, S","0.666667"
"YOON, C","HAN, S","0.666667"
"JEONG, H","HAN, S","0.333333"
"HOLME, P","TRUSINA, A","0.533333"
"KIM, B","TRUSINA, A","0.533333"
"SNEPPEN, K","TRUSINA, A","0.833333"
"HOLME, P","MINNHAGEN, P","0.533333"
"TRUSINA, A","MINNHAGEN, P","0.866667"
"KIM, B","MINNHAGEN, P","0.533333"
"SNEPPEN, K","MINNHAGEN, P","0.333333"
